t_date,t_amount,t_desc,t_balance
21/02/2020,-107,SMP*Centrecom Bundoor Bundoora AU Tap and Pay xx3903 Value Date: 18/02/2020,1848.19
21/02/2020,-2.2,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 18/02/2020,1955.19
20/02/2020,550,POS 43424400 20 FEB,1957.39
20/02/2020,-90.5,D DS CHARCOAL GRILL EPPING AU Card xx7776,1407.39
20/02/2020,-500,Transfer to xx5005 NetBank,1497.89
20/02/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1997.89
20/02/2020,-18.9,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 18/02/2020,945.01
19/02/2020,120,POS 43424400 19 FEB,963.91
18/02/2020,100,POS 43424400 18 FEB,843.91
18/02/2020,-695.23,Direct Debit 077380 DEFT PAYMENTS DEFT 29266385,743.91
18/02/2020,-39.21,Direct Debit 062246 CommInsure 8260620--140908083,1439.14
18/02/2020,-475.15,EnergyAustralia Pty NetBank BPAY 97410 10035416593204 Electricity Shop,1478.35
18/02/2020,-560,Transfer to xx4217 NetBank,1953.5
18/02/2020,-15,SMP*Centrecom Bundoor Bundoora AU Tap and Pay xx3903 Value Date: 13/02/2020,2513.5
18/02/2020,1052.88,Transfer From Lion Pumping Lion Pumping,2528.5
17/02/2020,150,POS 43424400 17 FEB,1475.62
17/02/2020,-10.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008022237640,1325.62
17/02/2020,750,Transfer from CBA NetBank Hallett Feb 20,1336.61
15/02/2020,200,POS 43424400 15 FEB,586.61
14/02/2020,140,POS 43424400 14 FEB,386.61
14/02/2020,-51.48,Direct Debit 062246 CommInsure 9003028--140807610,246.61
14/02/2020,-63,COSTCO FUEL EPPING EPPING AU,298.09
14/02/2020,-200,Transfer to xx5005 CommBank app,361.09
14/02/2020,-17.9,MCDONALDS THOMASTWNII THOMASTOWN AU Tap and Pay xx3903 Value Date: 10/02/2020,561.09
14/02/2020,-1000,Transfer to xx5005 CommBank app,578.99
14/02/2020,-560,Transfer to xx4217 CommBank app,1578.99
14/02/2020,-110.59,Direct Debit 513839 IINET_LIMITED-N 200430648047bfd,2138.99
13/02/2020,270,POS 43424400 13 FEB,2249.58
13/02/2020,-420.2,Direct Debit 077380 DEFT PAYMENTS DEFT 29231683,1979.58
13/02/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2399.78
13/02/2020,-41.5,CAFE LUCIO BUNDOORA AU Tap and Pay xx3903 Value Date: 11/02/2020,1346.9
13/02/2020,-64.5,FAIRFIELD PARK BOATH FAIRFIELD AU Tap and Pay xx3903 Value Date: 09/02/2020,1388.4
12/02/2020,420,POS 43424400 12 FEB,1452.9
12/02/2020,-64.55,Direct Debit 068616 HOLLARD INSURANC HOLLAR2632658718,1032.9
12/02/2020,-60,FLORALICIOUS EPPING AU Card xx7776,1097.45
12/02/2020,-111.37,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 08/02/2020,1157.45
11/02/2020,-1564,Transfer to xx5005 CommBank app Rent,1268.82
11/02/2020,-16.45,POST THOMASTOWN POSTTH THOMASTOWN AU Card xx7776 Value Date: 06/02/2020,2832.82
11/02/2020,-44,TONDA ITAIIAN PTY LTD PRESTON AU Tap and Pay xx3903 Value Date: 06/02/2020,2849.27
11/02/2020,-5,NORTHERN HEALTH EPPING AU Tap and Pay xx3903 Value Date: 07/02/2020,2893.27
11/02/2020,-160.6,TK MAXX NORTHLAND PRESTON AU Tap and Pay xx3903 Value Date: 06/02/2020,2898.27
11/02/2020,-86,CHEVAPI GRILL SOUTH MELBOUR AU Tap and Pay xx3903 Value Date: 08/02/2020,3058.87
11/02/2020,1052.88,Transfer From Lion Pumping Lion Pumping,3144.87
10/02/2020,320,POS 43424400 10 FEB,2091.99
10/02/2020,-2.49,Direct Debit 279234 PAYPAL AUSTRALIA 1007955699080,1771.99
10/02/2020,-488.4,Transfer to CBA A/c NetBank Danibel Supplier,1774.48
8/02/2020,520,POS 43424400 08 FEB,2262.88
8/02/2020,-61,COSTCO FUEL EPPING EPPING AU,1742.88
7/02/2020,520,POS 43424400 07 FEB,1803.88
7/02/2020,-62.66,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,1283.88
7/02/2020,-500,Transfer to xx5005 NetBank,1346.54
7/02/2020,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 04/02/2020,1846.54
6/02/2020,120,POS 43424400 06 FEB,1886.54
6/02/2020,-75.2,Direct Debit 279234 PAYPAL AUSTRALIA 1007930587836,1766.54
6/02/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1841.74
6/02/2020,-28.4,COLES 0565 BALWYN NORTH AU Tap and Pay xx5155 Value Date: 04/02/2020,788.86
6/02/2020,-104.87,HOLLARD INSURANCE chatswood AU Card xx7776 Value Date: 03/02/2020,817.26
5/02/2020,100,POS 43424400 05 FEB,922.13
5/02/2020,-7.95,AA HIGH ST TT 3240 THOMASTOWN AU Card xx8833 Value Date: 01/02/2020,822.13
5/02/2020,-60,DAN MURPHYS 3407 THOMA THOMASTOWN AU Tap and Pay xx3903 Value Date: 31/01/2020,830.08
5/02/2020,-144.46,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 02/02/2020,890.08
5/02/2020,-0.9,International Transaction Fee Value Date: 02/02/2020,1034.54
5/02/2020,-29.94,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/02/2020,1035.44
5/02/2020,57.99,Return COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 02/02/2020,1065.38
4/02/2020,15,Transfer from GLENN CROCKER NetBank Glenn Value Date: 05/02/2020,1007.39
4/02/2020,-869.05,Direct Debit 077380 DEFT PAYMENTS DEFT 29150157,992.39
4/02/2020,-150,THE MEAT AND WINE CO H HAWTHORN EASTAU,1861.44
4/02/2020,-80,COSTCO FUEL EPPING EPPING AU,2011.44
4/02/2020,69.99,Refund Purchase COSTCO WHOLESALE AUSTR EPPING AU,2091.44
4/02/2020,20,Direct Credit 122794 IINET TECHNOLOGI 2003306435121fc,2021.45
4/02/2020,870,Transfer from NetBank,2001.45
4/02/2020,-38,SMP*Centrecom Bundoor Bundoora AU Tap and Pay xx3903 Value Date: 30/01/2020,1131.45
4/02/2020,-270.8,DAN MURPHYS 3407 THOMA THOMASTOWN AU Tap and Pay xx3903 Value Date: 31/01/2020,1169.45
4/02/2020,-237.83,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx3903 Value Date: 31/01/2020,1440.25
4/02/2020,-500,LATITUDE GEM VISA CommBank app BPAY 154799 6010732002049206,1678.08
4/02/2020,1052.88,Transfer From Lion Pumping Lion Pumping,2178.08
3/02/2020,160,POS 43424400 03 FEB,1125.2
3/02/2020,-10.91,Direct Debit 279234 PAYPAL AUSTRALIA 1007907808351,965.2
3/02/2020,-82.4,Direct Debit 279234 PAYPAL AUSTRALIA 1007888445137,976.11
3/02/2020,100,Transfer from NetBank,1058.51
2/02/2020,-96.29,CBA MERCHANT FEE 5353109391629396 Value Date: 31/01/2020,958.51
1/02/2020,100,POS 43424400 01 FEB,1054.8
1/02/2020,-18.2,COLES 0506 DIAMOND CREEKAU,954.8
1/02/2020,-124.79,COSTCO WHOLESALE AUSTR EPPING AU Card xx8833,973
1/02/2020,-10.95,AA HIGH ST TT 3240 THOMASTOWN AU Tap and Pay xx3903 Value Date: 29/01/2020,1097.79
31/01/2020,120,POS 43424400 31 JAN,1108.74
31/01/2020,-1430,Direct Debit 077380 DEFT PAYMENTS DEFT 29122321,988.74
31/01/2020,-560,Transfer to xx4217 NetBank,2418.74
31/01/2020,-50.5,D DS CHARCOAL GRILL EPPING AU Tap and Pay xx3903 Value Date: 28/01/2020,2978.74
31/01/2020,-120.94,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx3903 Value Date: 29/01/2020,3029.24
30/01/2020,345,POS 43424400 30 JAN,3150.18
30/01/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2805.18
30/01/2020,69.76,Refund Purchase OFFICEWORKS 0315 BUNDOORA AU,1752.3
30/01/2020,-130.43,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 28/01/2020,1682.54
30/01/2020,-5,NORTHERN HEALTH EPPING AU Tap and Pay xx3903 Value Date: 26/01/2020,1812.97
30/01/2020,-295,JB HI FI THOMASTOWN AU Tap and Pay xx3903 Value Date: 24/01/2020,1817.97
30/01/2020,-335,JB HI FI THOMASTOWN AU Tap and Pay xx3903 Value Date: 24/01/2020,2112.97
30/01/2020,-44.05,COLES 0682 BUNDOORA AU Tap and Pay xx3903 Value Date: 28/01/2020,2447.97
29/01/2020,360,POS 43424400 29 JAN,2492.02
29/01/2020,-153.26,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,2132.02
29/01/2020,-94.16,Direct Debit 279234 PAYPAL AUSTRALIA 1007861417890,2285.28
29/01/2020,750,Transfer from CBA NetBank Hallett January 20,2379.44
29/01/2020,-560,Transfer to xx4217 CommBank app,1629.44
29/01/2020,-75.97,PSARAKOS PTY LTD BUNDOORA AU Tap and Pay xx3903 Value Date: 24/01/2020,2189.44
29/01/2020,-26,JB HI FI THOMASTOWN AU Tap and Pay xx4477 Value Date: 22/01/2020,2265.41
29/01/2020,-36.36,WWW.NETTVPLUS.COM A-55AD8 WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/01/2020,2291.41
29/01/2020,-89.9,VODAFONE EPPING EPPING AU Tap and Pay xx4477 Value Date: 23/01/2020,2327.77
29/01/2020,-11,JB HI FI THOMASTOWN AU Tap and Pay xx4477 Value Date: 23/01/2020,2417.67
29/01/2020,-385,3757 SUNGLASS HUT MILL PARK AU Tap and Pay xx3903 Value Date: 25/01/2020,2428.67
29/01/2020,-0.4,3757 SUNGLASS HUT MILL PARK AU Tap and Pay xx3903 Value Date: 25/01/2020,2813.67
28/01/2020,200,POS 43424400 28 JAN,2814.07
28/01/2020,1052.88,Transfer From Lion Pumping Lion Pumping,2614.07
25/01/2020,270,POS 43424400 25 JAN,1561.19
25/01/2020,135,Transfer from GLENN CROCKER NetBank Glenn,1291.19
25/01/2020,-101.9,DAN MURPHYS 3865 EPPIN EPPING AU Card xx7776,1156.19
25/01/2020,-560,Transfer to xx4217 CommBank app,1258.09
24/01/2020,710,POS 43424400 24 JAN,1818.09
24/01/2020,300,Transfer from CommBank app,1108.09
24/01/2020,-560,Transfer to xx4217 CommBank app,808.09
24/01/2020,-353.19,CENTRE COM SUNSHINE AU Card xx8833 Value Date: 21/01/2020,1368.09
23/01/2020,270,POS 43424400 23 JAN,1721.28
23/01/2020,-441.78,Direct Debit 077380 DEFT PAYMENTS DEFT 29051349,1451.28
23/01/2020,-869.05,Direct Debit 077380 DEFT PAYMENTS DEFT 29051363,1893.06
23/01/2020,-83.77,Direct Debit 279234 PAYPAL AUSTRALIA 1007809993518,2762.11
23/01/2020,-500,Transfer to xx5005 NetBank,2845.88
23/01/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3345.88
22/01/2020,520,POS 43424400 22 JAN,2293
22/01/2020,-119,BIG W 0398 EPPING AU Tap and Pay xx4477 Value Date: 19/01/2020,1773
22/01/2020,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/01/2020,1892
21/01/2020,310,POS 43424400 21 JAN,1968.99
21/01/2020,-80,COSTCO FUEL EPPING EPPING AU,1658.99
21/01/2020,-560,Transfer to xx4217 NetBank,1738.99
21/01/2020,1052.88,Transfer From Lion Pumping Lion Pumping,2298.99
21/01/2020,-77.06,Direct Debit 279234 PAYPAL AUSTRALIA 1007785589153,1246.11
20/01/2020,150,POS 43424400 20 JAN,1323.17
20/01/2020,-92.14,Direct Debit 279234 PAYPAL AUSTRALIA 1007783974488,1173.17
20/01/2020,-39.21,Direct Debit 062246 CommInsure 8260620--140127026,1265.31
18/01/2020,-73.44,SP * IFIXIT OCEANIA CHATSWOOD AU Card xx8833 Value Date: 16/01/2020,1304.52
17/01/2020,390,POS 43424400 17 JAN,1377.96
17/01/2020,-560,Transfer to xx4217 NetBank,987.96
17/01/2020,-85,BROADWAY COMPUTERS P RESERVOIR AU Card xx8833,1547.96
17/01/2020,-180.11,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx4477 Value Date: 14/01/2020,1632.96
16/01/2020,640,POS 43424400 16 JAN,1813.07
16/01/2020,-834.8,VICROADS NetBank BPAY 216291 497581018677104 Audi Rego,1173.07
16/01/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2007.87
16/01/2020,-30.6,LALOR H P SEAFOODPL LALOR AU Tap and Pay xx4477 Value Date: 11/01/2020,954.99
16/01/2020,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 13/01/2020,985.59
15/01/2020,200,Transfer From ROUNTOS J*LE Digistar,1025.59
15/01/2020,-85,BROADWAY COMPUTERS P RESERVOIR AU Card xx8833,825.59
14/01/2020,40,POS 43424400 14 JAN,910.59
14/01/2020,-51.48,Direct Debit 062246 CommInsure 9003028--139962685,870.59
14/01/2020,-774.55,COSTCO WHOLESALE AUSTR EPPING AU Card xx8833,922.07
14/01/2020,-37.4,Jaycar Electronics Thomastown AU Tap and Pay xx4477 Value Date: 10/01/2020,1696.62
14/01/2020,-10.51,WOOLWORTHS 3140 LALOR AU Tap and Pay xx4477 Value Date: 09/01/2020,1734.02
14/01/2020,-88.45,WU *3082076150 SYDNEY AU Card xx8833 Value Date: 09/01/2020,1744.53
14/01/2020,1052.88,Transfer From Lion Pumping Lion Pumping,1832.98
13/01/2020,350,POS 43424400 13 JAN,780.1
13/01/2020,-64.55,Direct Debit 068616 HOLLARD INSURANC HOLLAR2609782029,430.1
13/01/2020,-20,Direct Debit 122794 IINET TECHNOLOGI 2001106388f7983,494.65
11/01/2020,70,POS 43424400 11 JAN,514.65
11/01/2020,-1400,Transfer to xx5005 NetBank,444.65
11/01/2020,-215,WU 2000888343857664 180-017-3833 AU Card xx8833 Value Date: 08/01/2020,1844.65
11/01/2020,-16.56,COLES 0604 LALOR AU Tap and Pay xx4477 Value Date: 09/01/2020,2059.65
10/01/2020,85,POS 43424400 10 JAN,2076.21
10/01/2020,-75,COSTCO FUEL EPPING EPPING AU,1991.21
10/01/2020,-75.9,DAN MURPHYS 3073 STH MORANG AU Tap and Pay xx4477 Value Date: 07/01/2020,2066.21
10/01/2020,-139.43,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 07/01/2020,2142.11
9/01/2020,405,POS 43424400 09 JAN,2281.54
9/01/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,1876.54
9/01/2020,-251.94,IINET LTD N SYDNEY AU Card xx8833 Value Date: 03/01/2020,823.66
8/01/2020,84,POS 43424400 08 JAN,1075.6
8/01/2020,-2.49,Direct Debit 279234 PAYPAL AUSTRALIA 1007677133425,991.6
8/01/2020,-130.43,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 03/01/2020,994.09
7/01/2020,120,POS 43424400 07 JAN,1124.52
7/01/2020,-1430,Direct Debit 077380 DEFT PAYMENTS DEFT 28903903,1004.52
7/01/2020,-34.95,Direct Debit 279234 PAYPAL AUSTRALIA 1007667778152,2434.52
7/01/2020,-60.16,Direct Debit 279234 PAYPAL AUSTRALIA 1007668796615,2469.47
7/01/2020,-371.93,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 02/01/2020,2529.63
7/01/2020,-0.86,International Transaction Fee Value Date: 02/01/2020,2901.56
7/01/2020,-28.67,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/01/2020,2902.42
7/01/2020,-66,SITEGROUND HOSTING 448008620379 GB Card xx8833 AUD 66.00 Value Date: 03/01/2020,2931.09
7/01/2020,-104.87,HOLLARD INSURANCE ST LEONARDS AU Card xx7776 Value Date: 01/01/2020,2997.09
7/01/2020,1052.88,Transfer From Lion Pumping Lion Pumping,3101.96
7/01/2020,-85.98,Direct Debit 279234 PAYPAL AUSTRALIA 1007660010232,2049.08
7/01/2020,-106.14,Direct Debit 279234 PAYPAL AUSTRALIA 1007660022884,2135.06
6/01/2020,420,POS 43424400 06 JAN,2241.2
6/01/2020,-500,LATITUDE GEM VISA CommBank app BPAY 154799 6010732002049206 Gem visa,1821.2
4/01/2020,80,POS 43424400 04 JAN,2321.2
3/01/2020,180,POS 43424400 03 JAN,2241.2
3/01/2020,-10.43,Direct Debit 279234 PAYPAL AUSTRALIA 1007629927362,2061.2
3/01/2020,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2071.63
2/01/2020,300,POS 43424400 02 JAN,1018.75
2/01/2020,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 31/12/2019,718.75
1/01/2020,-5.99,SUPER CHEAP AUTO THOMASTOWN AU Tap and Pay xx4477 Value Date: 27/12/2019,808.75
31/12/2019,-347.98,BUNNINGS 492000 EPPING AU Card xx8833,814.74
31/12/2019,-193.81,COSTCO WHOLESALE AUSTR EPPING AU,1162.72
31/12/2019,-207.97,SKECHERS BUNDOORA AU,1356.53
31/12/2019,-42.64,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 26/12/2019,1564.5
31/12/2019,-89.89,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx4477 Value Date: 26/12/2019,1607.14
31/12/2019,-771.5,HUGO BOSS AUSTRALIA PRESTON AU Tap and Pay xx4477 Value Date: 26/12/2019,1697.03
31/12/2019,-13.83,CARE PARK PTY LTD MELBOURNE AU Card xx8833 Value Date: 28/12/2019,2468.53
31/12/2019,-6.98,International Transaction Fee Value Date: 28/12/2019,2482.36
31/12/2019,-232.53,MEDIATRANSLATION.PRO SALZBURG AT Tap and Pay xx4477 EUR 145.00 Value Date: 28/12/2019,2489.34
31/12/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2721.87
30/12/2019,40,POS 43424400 30 DEC,1668.99
30/12/2019,-149.27,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,1628.99
28/12/2019,-150,POS 43424400 28 DEC,1778.26
28/12/2019,-560,Transfer to xx4217 NetBank,1928.26
28/12/2019,-52.95,TK MAXX NORTHLAND PRESTON AU Tap and Pay xx4477 Value Date: 21/12/2019,2488.26
28/12/2019,-42.75,BUNNINGS 492000 EPPING AU Tap and Pay xx4477 Value Date: 23/12/2019,2541.21
28/12/2019,-39.95,TK MAXX HEIDELBERG HEIDELBERG AU Tap and Pay xx4477 Value Date: 22/12/2019,2583.96
28/12/2019,-141.75,TK MAXX HEIDELBERG HEIDELBERG AU Tap and Pay xx4477 Value Date: 21/12/2019,2623.91
28/12/2019,-36.36,WWW.NETTVPLUS.COM A-0F691 WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/12/2019,2765.66
28/12/2019,-111.3,MARK TRUONG PRESTON AU Tap and Pay xx4477 Value Date: 24/12/2019,2802.02
28/12/2019,-113,PRESTON SEA FOODS PT PRESTON AU Tap and Pay xx4477 Value Date: 24/12/2019,2913.32
27/12/2019,340,POS 43424400 27 DEC,3026.32
27/12/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2686.32
26/12/2019,-63.01,COSTCO FUEL EPPING EPPING AU,1633.44
26/12/2019,-80,COSTCO FUEL EPPING EPPING AU,1696.45
25/12/2019,-28.98,DAN MURPHYS 3691 PREST PRESTON AU Tap and Pay xx4477 Value Date: 22/12/2019,1776.45
25/12/2019,-17.92,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4485 Value Date: 22/12/2019,1805.43
25/12/2019,-68,CHSN PTY LTD PRESTON AU Tap and Pay xx4477 Value Date: 22/12/2019,1823.35
24/12/2019,80,POS 43424400 24 DEC,1891.35
24/12/2019,106.06,Direct Credit 122794 IINET TECHNOLOGI 19356062f67abaf,1811.35
24/12/2019,-68.49,THATS AMORE CHEESE P THOMASTOWN AU Card xx8833,1705.29
24/12/2019,-679.8,Transfer to CBA A/c NetBank Danibel Supplier,1773.78
24/12/2019,-76.99,ADOBE CREATIVE CLOUD 1800614863 IE Card xx8833 AUD 76.99 Value Date: 19/12/2019,2453.58
24/12/2019,-25,KMART 1090 PRESTON AU Tap and Pay xx4477 Value Date: 21/12/2019,2530.57
24/12/2019,-15,Infinity Hand CarWash Preston AU Card xx8833 Value Date: 22/12/2019,2555.57
24/12/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2570.57
23/12/2019,150,POS 43424400 23 DEC,1517.69
23/12/2019,-83.26,Direct Debit 279234 PAYPAL AUSTRALIA 1007535513248,1367.69
22/12/2019,-104.91,COSTCO WHOLESALE AUSTR EPPING AU Card xx7776,1450.95
21/12/2019,60,POS 43424400 21 DEC,1555.86
21/12/2019,-97.9,DAN MURPHYS 3865 EPPIN EPPING AU Tap and Pay xx4477 Value Date: 18/12/2019,1495.86
21/12/2019,-7,Melb Onstreet MORELEY AU Tap and Pay xx4477 Value Date: 17/12/2019,1593.76
20/12/2019,520,POS 43424400 20 DEC,1600.76
20/12/2019,-1000,Transfer to xx5005 NetBank,1080.76
20/12/2019,-560,Transfer to xx4217 NetBank,2080.76
19/12/2019,230,POS 43424400 19 DEC,2640.76
19/12/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2410.76
19/12/2019,-1247,HUGO BOSS AUSTRALIA PRESTON AU Tap and Pay xx4477 Value Date: 15/12/2019,1357.88
18/12/2019,270,POS 43424400 18 DEC,2604.88
18/12/2019,-113.72,Direct Debit 279234 PAYPAL AUSTRALIA 1007482115026,2334.88
18/12/2019,-39.21,Direct Debit 062246 CommInsure 8260620--139329452,2448.6
18/12/2019,-323,JB HI FI THOMASTOWN AU,2487.81
18/12/2019,-168.4,COLES 7786 LALOR AU Tap and Pay xx4477 Value Date: 16/12/2019,2810.81
17/12/2019,260,POS 43424400 17 DEC,2979.21
17/12/2019,750,Transfer from CBA NetBank Hallett Dec,2719.21
17/12/2019,-550,Transfer to xx5005 NetBank,1969.21
17/12/2019,-500.5,Transfer to CBA A/c NetBank Danibel Supplier,2519.21
17/12/2019,1052.88,Transfer From Lion Pumping Lion Pumping,3019.71
16/12/2019,220,POS 43424400 16 DEC,1966.83
16/12/2019,-51.48,Direct Debit 062246 CommInsure 9003028--139210233,1746.83
16/12/2019,-169.53,COSTCO WHOLESALE AUSTR EPPING AU,1798.31
15/12/2019,500,Transfer from CommBank app,1967.84
14/12/2019,150,POS 43424400 14 DEC,1467.84
13/12/2019,185,POS 43424400 13 DEC,1317.84
13/12/2019,-87,JB HI FI THOMASTOWN AU Tap and Pay xx4477 Value Date: 09/12/2019,1132.84
12/12/2019,100,POS 43424400 12 DEC,1219.84
12/12/2019,-64.55,Direct Debit 068616 HOLLARD INSURANC HOLLAR2588240526,1119.84
12/12/2019,-166.32,Direct Debit 279234 PAYPAL AUSTRALIA 1007427235130,1184.39
12/12/2019,-1000,Transfer to xx5005 NetBank,1350.71
12/12/2019,-1000,Transfer to xx4217 NetBank,2350.71
12/12/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3350.71
12/12/2019,-24.88,BUNNINGS 371000 THOMASTOWN AU Tap and Pay xx4477 Value Date: 09/12/2019,2297.83
12/12/2019,-91.25,COSTCO WHOLESALE AUSTR EPPING AU Tap and Pay xx4477 Value Date: 09/12/2019,2322.71
12/12/2019,-97.98,DAN MURPHYS 3407 THOMA THOMASTOWN AU Tap and Pay xx4477 Value Date: 09/12/2019,2413.96
11/12/2019,70,POS 43424400 11 DEC,2511.94
11/12/2019,-1500,Transfer to xx5005 NetBank,2441.94
11/12/2019,-46.95,NETREGISTRY 61 2 8317 614 AU Card xx8833 Value Date: 08/12/2019,3941.94
11/12/2019,-104.5,VODAFONE NORTH SYDNEY AU Card xx8833 Value Date: 07/12/2019,3988.89
11/12/2019,500,Transfer From LION PUMPING LION PUMPING,4093.39
10/12/2019,490,POS 43424400 10 DEC,3593.39
10/12/2019,1052.88,Transfer From Lion Pumping Lion Pumping,3103.39
9/12/2019,300,POS 43424400 09 DEC,2050.51
9/12/2019,-955.96,Direct Debit 077380 DEFT PAYMENTS DEFT 28642505,1750.51
9/12/2019,-85,COSTCO FUEL EPPING EPPING AU,2706.47
7/12/2019,230,POS 43424400 07 DEC,2791.47
5/12/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,2561.47
5/12/2019,-204.48,AUTHORIZATION SYDNEY AU Card xx8833 Value Date: 02/12/2019,1508.59
5/12/2019,-40,OZTELL SYDNEY AU Card xx8833 Value Date: 02/12/2019,1713.07
5/12/2019,-0.89,International Transaction Fee Value Date: 02/12/2019,1753.07
5/12/2019,-29.61,WHITESPARKI 5875232235 AB CA Card xx8833 USD 20.00 Value Date: 02/12/2019,1753.96
5/12/2019,-104.87,HOLLARD INSURANCE ST LEONARDS AU Card xx7776 Value Date: 02/12/2019,1783.57
4/12/2019,500,Transfer From LION PUMPING LION PUMPING,1888.44
3/12/2019,-100,Direct Debit 279240 PAYPAL AUSTRALIA 5N5J2AUUPVY48,1388.44
3/12/2019,-580,Transfer to xx4217 NetBank,1488.44
3/12/2019,1052.88,Transfer From Lion Pumping Lion Pumping,2068.44
2/12/2019,-90,CBA MERCHANT FEE 5353109391629396 Value Date: 30/11/2019,1015.56
1/12/2019,-500,Transfer to xx5005 CommBank app,1105.56
30/11/2019,-1485.83,Aston.Commercial NetBank BPAY 81273 10165207 Rent and Rates,1605.56
30/11/2019,750,Transfer from CBA NetBank Hallettstone Nov,3091.39
30/11/2019,-109.47,OPTUS BILLING SERVICES MACQUARIE PAR AU Card xx8833 Value Date: 27/11/2019,2341.39
29/11/2019,-200,Transfer to xx5005 CommBank app,2450.86
29/11/2019,-130.43,TELSTRA BILL PAYMNT MELBOURNE AU Card xx8833 Value Date: 27/11/2019,2650.86
29/11/2019,-74,JB HI FI THOMASTOWN AU Card xx8833 Value Date: 25/11/2019,2781.29
28/11/2019,-149.27,Direct Debit 466856 GIO COMMERCIAL I GPM004106253,2855.29
28/11/2019,-51.64,Direct Debit 062246 CommInsure 9003028--138773785,3004.56
28/11/2019,1052.88,Direct Credit 364049 LB CONCRETE JDL SOFTWARE - LB,3056.2
27/11/2019,-83,LOOKING4PARKING LIMITE LEEDS GB Card xx8833 AUD 83.00 Value Date: 24/11/2019,2003.32
27/11/2019,-36.36,WWW.NETTVPLUS.COM A-87F07 WWW.NETTVPLUS CY Card xx8833 AUD 36.36 Value Date: 23/11/2019,2086.32
27/11/2019,500,Transfer From LION PUMPING LION PUMPING,2122.68
26/11/2019,-145,WOOLWORTHS 3171 MILL PARK AU Tap and Pay xx4477 Value Date: 21/11/2019,1622.68
26/11/2019,-83.45,MARK TRUONG PRESTON AU Card xx8833 Value Date: 22/11/2019,1767.68
26/11/2019,-92.89,DAN MURPHYS 3865 EPPIN EPPING AU Tap and Pay xx4477 Value Date: 22/11/2019,1851.13
26/11/2019,1052.88,Transfer From Lion Pumping Lion Pumping,1944.02
25/11/2019,80,POS 43424400 25 NOV,891.14
25/11/2019,-84.48,Direct Debit 279234 PAYPAL AUSTRALIA 1007222027698,811.14
24/11/2019,80,POS 43424400 23 NOV Value Date: 23/11/2019,895.62
23/11/2019,-59,JB HI FI THOMASTOWN AU Tap and Pay xx4477 Value Date: 19/11/2019,815.62
23/11/2019,-19.98,OFFICEWORKS 0315 BUNDOORA AU Tap and Pay xx4477 Value Date: 21/11/2019,874.62
