t_date,t_amount,t_desc,t_balance
28/02/2018,"-143.23","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","+187.41"
27/02/2018,"+210.00","POS  43424400 27 FEB","+330.64"
27/02/2018,"-11.58","Direct Debit 279234 PAYPAL AUSTRALIA 1002642151600","+120.64"
27/02/2018,"-6.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002641242818","+132.22"
27/02/2018,"-5.38","Direct Debit 279234 PAYPAL AUSTRALIA 1002642119464","+139.17"
27/02/2018,"-8.90","BUNNINGS 712000 COBURG  AU Card xx7792 Value Date: 26/02/2018","+144.55"
26/02/2018,"-21.57","Direct Debit 279234 PAYPAL AUSTRALIA 1002620105761","+153.45"
26/02/2018,"-7.57","Direct Debit 279234 PAYPAL AUSTRALIA 1002620665628","+175.02"
24/02/2018,"+160.00","POS  43424400 24 FEB","+182.59"
24/02/2018,"-198.00","FINES VICTORIA       NetBank BPAY 49031 1800863120","+22.59"
24/02/2018,"-50.00","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 21/02/2018","+220.59"
23/02/2018,"+230.00","POS  43424400 23 FEB","+270.59"
23/02/2018,"-23.70","Direct Debit 279234 PAYPAL AUSTRALIA 1002614249829","+40.59"
23/02/2018,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002616499604","+64.29"
23/02/2018,"-620.00","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+104.28"
23/02/2018,"-40.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 20/02/2018","+724.28"
23/02/2018,"-0.76","International Transaction Fee Value Date: 19/02/2018","+764.28"
23/02/2018,"-25.41","WHITESPARK EDMONTON AB CA Card xx7792 USD 20.00 Value Date: 19/02/2018","+765.04"
22/02/2018,"+460.00","POS  43424400 22 FEB","+790.45"
22/02/2018,"-100.00","Transfer To Doni Franjo PayID Phone from CommBank app Bills","+330.45"
22/02/2018,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/02/2018","+430.45"
21/02/2018,"+80.00","POS  43424400 21 FEB","+503.04"
21/02/2018,"-977.78","Transfer to other Bank NetBank Rent and Rates","+423.04"
21/02/2018,"-50.00","Wdl ATM CBA ATM  THOMASTOWN A   VIC 317501   AUS","+1400.82"
21/02/2018,"-115.26","DKC DIGI-KEY CORP 218-681-6674 MN US Card xx7792 AUD 115.26 Value Date: 19/02/2018","+1450.82"
20/02/2018,"+605.00","Direct Credit 141000 Corvette Clinic inv 010218c","+1566.08"
20/02/2018,"+500.00","Direct Credit 141000 Lion Pumping","+961.08"
20/02/2018,"-33.75","Direct Debit 062246 CommInsure 8260620--120655801","+461.08"
20/02/2018,"-300.00","Wdl ATM CBA ATM  THOMASTOWN A   VIC 317501   AUS","+494.83"
20/02/2018,"-46.35","WU 1804689060379290 180-017-3833  AU Card xx7792 Value Date: 15/02/2018","+794.83"
20/02/2018,"-40.00","7-ELEVEN 1262 CLIFTON HILL  AU Card xx7792 Value Date: 16/02/2018","+841.18"
19/02/2018,"+260.00","POS  43424400 19 FEB","+881.18"
19/02/2018,"-2.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002584773656","+621.18"
17/02/2018,"+430.00","POS  43424400 17 FEB","+624.17"
15/02/2018,"+180.00","POS  43424400 15 FEB","+194.17"
15/02/2018,"-1000.00","Transfer to other Bank NetBank Rent and Rates","+14.17"
15/02/2018,"+200.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+1014.17"
14/02/2018,"+629.00","POS  43424400 14 FEB","+814.17"
14/02/2018,"+350.00","Direct Credit 141000 Property Connect website design","+185.17"
14/02/2018,"-38.40","Direct Debit 279234 PAYPAL AUSTRALIA 1002564361199","-164.83"
14/02/2018,"-10.00","Overdrawing Approval Fee For overdrawing that occurred 13/02/18","-126.43"
13/02/2018,"+40.00","POS  43424400 13 FEB","-116.43"
13/02/2018,"-135.85","Direct Debit 122794 IINET TECHNOLOGI 1804204ee70d8eb","-156.43"
13/02/2018,"-30.82","VODAFONE NORTH SYDNEY  AU Card xx7792 Value Date: 08/02/2018","-20.58"
12/02/2018,"+60.00","POS  43424400 12 FEB","+10.24"
12/02/2018,"-62.32","Direct Debit 068616 HOLLARD INSURANC HOLLAR2111674746","-49.76"
12/02/2018,"-7.55","Direct Debit 279234 PAYPAL AUSTRALIA 1002541763194","+12.56"
12/02/2018,"-19.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002546321123","+20.11"
12/02/2018,"-50.00","Wdl ATM CBA ATM  THOMASTOWN C   VIC 317503   AUS","+40.10"
10/02/2018,"-200.00","Transfer to xx5005 NetBank Wages","+90.10"
09/02/2018,"+200.00","POS  43424400 09 FEB","+290.10"
09/02/2018,"-600.00","Transfer to other Bank NetBank Rent and Rates","+90.10"
09/02/2018,"+500.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+690.10"
08/02/2018,"+100.00","POS  43424400 08 FEB","+190.10"
08/02/2018,"-70.95","Transfer to CBA A/c NetBank OzModChips","+90.10"
08/02/2018,"-248.45","POST   THOMASTOWN POS              VICAU","+161.05"
07/02/2018,"+380.00","POS  43424400 07 FEB","+409.50"
07/02/2018,"-8.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002529459139","+29.50"
07/02/2018,"-9.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002525028790","+38.49"
07/02/2018,"-5.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002525021356","+48.48"
07/02/2018,"-40.00","UNITED PRESTON STH PRESTON SOUTH  AU Card xx7792 Value Date: 04/02/2018","+54.47"
07/02/2018,"-3.79","International Transaction Fee Value Date: 04/02/2018","+94.47"
07/02/2018,"-126.28","SEMRUSH 8558144510 PA US Card xx7792 USD 99.95 Value Date: 04/02/2018","+98.26"
06/02/2018,"+60.00","POS  43424400 06 FEB","+224.54"
06/02/2018,"-20.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 01/02/2018","+164.54"
06/02/2018,"-88.38","COSTCO WHOLESALE AUS DOCKLANDS  AU Card xx7792 Value Date: 04/02/2018","+184.54"
06/02/2018,"-72.78","HOLLARD INSURANCE CHATSWOOD  AU Card xx7776 Value Date: 01/02/2018","+272.92"
05/02/2018,"+150.00","POS  43424400 05 FEB","+345.70"
05/02/2018,"-118.79","Direct Debit 279234 PAYPAL AUSTRALIA 5N5J2ADL4VPCN","+195.70"
05/02/2018,"-7.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002508445249","+314.49"
05/02/2018,"-7.75","Direct Debit 279234 PAYPAL AUSTRALIA 1002501748091","+322.44"
05/02/2018,"-34.00","Direct Debit 279234 PAYPAL AUSTRALIA 1002506775017","+330.19"
05/02/2018,"-500.00","Transfer to other Bank NetBank Rent and Rates","+364.19"
03/02/2018,"+654.00","POS  43424400 03 FEB","+864.19"
02/02/2018,"+165.00","POS  43424400 02 FEB","+210.19"
02/02/2018,"-49.96","Direct Debit 279234 PAYPAL AUSTRALIA 1002501314973","+45.19"
02/02/2018,"-9.75","Direct Debit 279234 PAYPAL AUSTRALIA 1002499426871","+95.15"
02/02/2018,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 31/01/2018","+104.90"
02/02/2018,"+100.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+194.90"
01/02/2018,"-0.01","Debit Excess Interest","+94.90"
01/02/2018,"-39.65","ALDI STORES GREENSBOROUGH  AU Card xx7792 Value Date: 28/01/2018","+94.91"
31/01/2018,"+40.00","POS  43424400 31 JAN","+134.56"
31/01/2018,"-43.00","YV CHOCOLATERIE YARRA GLEN  AU Card xx7792 Value Date: 28/01/2018","+94.56"
31/01/2018,"-202.82","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 29/01/2018","+137.56"
31/01/2018,"-6.70","RITCHIES DIAMOND CRE DIAMOND CREEK  AU Card xx7792 Value Date: 27/01/2018","+340.38"
31/01/2018,"-13.32","DE BORTOLI WINES DIXONS CREEK  AU Card xx7792 Value Date: 27/01/2018","+347.08"
31/01/2018,"-23.00","DE BORTOLI WINES DIXONS CREEK  AU Card xx7792 Value Date: 27/01/2018","+360.40"
31/01/2018,"-6.00","COLES 0654 EPPING  AU Card xx7792 Value Date: 29/01/2018","+383.40"
30/01/2018,"+160.00","POS  43424400 30 JAN","+389.40"
30/01/2018,"-143.23","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","+229.40"
30/01/2018,"-500.00","Transfer to other Bank NetBank Rent and Rates","+372.63"
30/01/2018,"+400.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+872.63"
30/01/2018,"-8.20","COLES 7786 LALOR  AU Card xx7792 Value Date: 28/01/2018","+472.63"
30/01/2018,"-24.00","Nillumbik Estate Smiths Gully  AU Card xx7792 Value Date: 28/01/2018","+480.83"
29/01/2018,"+85.00","POS  43424400 29 JAN","+504.83"
29/01/2018,"-6.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002461183289","+419.83"
25/01/2018,"+35.00","POS  43424400 25 JAN","+426.78"
24/01/2018,"-6.68","EASYPARK PAY BY PH PRAHRAN  AU Card xx7792 Value Date: 20/01/2018","+391.78"
23/01/2018,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002441024307","+398.46"
23/01/2018,"-350.00","Wdl ATM CBA ATM  THOMASTOWN A   VIC 317501   AUS","+438.45"
23/01/2018,"-150.00","GEM VISA CARD        NetBank BPAY 154799 6010732002049206","+788.45"
23/01/2018,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/01/2018","+938.45"
23/01/2018,"-0.75","International Transaction Fee Value Date: 19/01/2018","+1011.04"
23/01/2018,"-25.07","WHITESPARK EDMONTON AB CA Card xx7792 USD 20.00 Value Date: 19/01/2018","+1011.79"
23/01/2018,"-13.99","WOOLWORTHS 3171 MILL P MILL PARK  AU Card xx7792 Value Date: 20/01/2018","+1036.86"
22/01/2018,"+160.00","POS  43424400 22 JAN","+1050.85"
22/01/2018,"+500.00","Direct Credit 141000 Lion Pumping","+890.85"
20/01/2018,"+240.00","POS  43424400 20 JAN","+390.85"
18/01/2018,"-10.00","Transfer to xx5005 NetBank","+150.85"
18/01/2018,"-33.75","Direct Debit 062246 CommInsure 8260620--119759667","+160.85"
17/01/2018,"-202.39","VODAFONE NORTH SYDNEY  AU Card xx7792 Value Date: 13/01/2018","+194.60"
16/01/2018,"+80.00","POS  43424400 16 JAN","+396.99"
16/01/2018,"-9.50","Direct Debit 208067 CBA XPOS 5353109391629396","+316.99"
15/01/2018,"-38.25","Direct Debit 279234 PAYPAL AUSTRALIA 1002394768942","+326.49"
15/01/2018,"-140.35","Direct Debit 122794 IINET TECHNOLOGI 1801104e043b24f","+364.74"
15/01/2018,"-351.90","SunDoctors Doncaster     Doncaster EasAU","+505.09"
15/01/2018,"+55.00","Transfer from GLENN CROCKER NetBank Glenn","+856.99"
15/01/2018,"+200.00","CASH DEPOSIT CBA ATM  MOONEE PONDS A VIC 314701   AUS","+801.99"
13/01/2018,"+270.00","POS  43424400 13 JAN","+601.99"
12/01/2018,"+350.00","POS  43424400 12 JAN","+331.99"
12/01/2018,"-62.32","Direct Debit 068616 HOLLARD INSURANC HOLLAR2092503872","-18.01"
12/01/2018,"-101.39","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 10/01/2018","+44.31"
11/01/2018,"+10.00","POS  43424400 11 JAN","+145.70"
10/01/2018,"-236.97","EnergyAustralia Pty  NetBank BPAY 97410 10035416593204 Electricity Shop","+135.70"
09/01/2018,"+370.00","POS  43424400 09 JAN","+372.67"
09/01/2018,"+100.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+2.67"
09/01/2018,"-3.84","International Transaction Fee Value Date: 04/01/2018","-97.33"
09/01/2018,"-127.95","SEMRUSH.COM HTTPSWWW.SEMR PA US Card xx7792 USD 99.95 Value Date: 04/01/2018","-93.49"
09/01/2018,"-18.55","Direct Debit 279234 PAYPAL AUSTRALIA 1002360960638","+34.46"
09/01/2018,"-59.68","Direct Debit 279234 PAYPAL AUSTRALIA 1002361506177","+53.01"
08/01/2018,"-23.79","Direct Debit 279234 PAYPAL AUSTRALIA 1002345283175","+112.69"
06/01/2018,"-50.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 03/01/2018","+136.48"
05/01/2018,"-150.00","RAGUSA RESTAURANT WILLIAMSTOWN  AU Card xx7776 Value Date: 29/12/2017","+186.48"
05/01/2018,"-72.78","HOLLARD INSURANCE CHATSWOOD  AU Card xx7776 Value Date: 01/01/2018","+336.48"
04/01/2018,"+100.00","POS  43424400 04 JAN","+409.26"
04/01/2018,"-700.00","Transfer to other Bank NetBank Rent and Rates","+309.26"
03/01/2018,"+240.00","POS  43424400 03 JAN","+1009.26"
02/01/2018,"+10.00","POS  43424400 02 JAN","+769.26"
02/01/2018,"-6.95","Direct Debit 279234 PAYPAL AUSTRALIA 1002308207585","+759.26"
02/01/2018,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 31/12/2017","+766.21"
02/01/2018,"-54.60","Direct Debit 279234 PAYPAL AUSTRALIA 1002301051097","+856.21"
02/01/2018,"-38.00","Direct Debit 279234 PAYPAL AUSTRALIA 1002303301879","+910.81"
30/12/2017,"+240.00","POS  43424400 30 DEC","+948.81"
30/12/2017,"-70.96","COSTCO WHOLESALE AUS DOCKLANDS  AU Card xx7776 Value Date: 29/12/2017","+708.81"
29/12/2017,"+260.00","POS  43424400 29 DEC","+779.77"
28/12/2017,"+60.00","POS  43424400 28 DEC","+519.77"
28/12/2017,"-138.68","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","+459.77"
28/12/2017,"-1080.00","WU 1735687877496381 180-017-3833  AU Card xx7792 Value Date: 22/12/2017","+598.45"
27/12/2017,"+330.00","POS  43424400 27 DEC","+1678.45"
27/12/2017,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002270753130","+1348.45"
27/12/2017,"-177.99","COLES 7786               LALOR        AU","+1388.44"
25/12/2017,"-100.00","Transfer to CBA A/c CommBank app Merry Christmas","+1566.43"
23/12/2017,"-0.78","International Transaction Fee Value Date: 19/12/2017","+1666.43"
23/12/2017,"-26.15","WHITESPARK EDMONTON AB CA Card xx7792 USD 20.00 Value Date: 19/12/2017","+1667.21"
22/12/2017,"+520.00","POS  43424400 22 DEC","+1693.36"
22/12/2017,"-100.00","Wdl ATM CBA ATM  THOMASTOWN B   VIC 317502   AUS","+1173.36"
22/12/2017,"-14.75","GERVASI IGA THOM THOMASTOWN  AU Card xx7792 Value Date: 20/12/2017","+1273.36"
22/12/2017,"-16.00","COLES 0585 BUNDOORA  AU Card xx7792 Value Date: 20/12/2017","+1288.11"
22/12/2017,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/12/2017","+1304.11"
22/12/2017,"-9.80","BUNNINGS 371000 THOMASTOWN  AU Card xx7792 Value Date: 21/12/2017","+1376.70"
21/12/2017,"+340.00","POS  43424400 21 DEC","+1386.50"
20/12/2017,"+45.00","POS  43424400 20 DEC","+1046.50"
20/12/2017,"+500.00","Direct Credit 141000 Lion Pumping","+1001.50"
20/12/2017,"-104.17","TELSTRA BILL PAYMNT MELBOURNE  AU Card xx7792 Value Date: 18/12/2017","+501.50"
19/12/2017,"+364.00","POS  43424400 19 DEC","+605.67"
19/12/2017,"-33.75","Direct Debit 062246 CommInsure 8260620--118916341","+241.67"
19/12/2017,"-169.00","Micro Hardware1544774      BUNDOORA03 AU","+275.42"
19/12/2017,"-54.88","BP RESERVOIR 7782 RESERVOIR  AU Card xx7792 Value Date: 14/12/2017","+444.42"
19/12/2017,"-11.15","COLES 7919 COBURG NORTH  AU Card xx7792 Value Date: 15/12/2017","+499.30"
19/12/2017,"-74.00","KMART 1014 CAMPBELLFIELD  AU Card xx7776 Value Date: 17/12/2017","+510.45"
19/12/2017,"-59.94","Direct Debit 279234 PAYPAL AUSTRALIA 1002244627209","+584.45"
18/12/2017,"+430.00","POS  43424400 18 DEC","+644.39"
18/12/2017,"-9.70","Direct Debit 208067 CBA XPOS 5353109391629396","+214.39"
18/12/2017,"-39.31","Direct Debit 279234 PAYPAL AUSTRALIA 1002225568854","+224.09"
18/12/2017,"-357.50","Transfer to CBA A/c NetBank OzModChips","+263.40"
18/12/2017,"+300.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+620.90"
17/12/2017,"-50.00","Wdl ATM CBA ATM  CLIFTON HILL A VIC 330701   AUS","+320.90"
16/12/2017,"+50.00","POS  43424400 16 DEC","+370.90"
16/12/2017,"-6.15","CARE PARK PTY LTD MELBOURNE  AU Card xx7792 Value Date: 13/12/2017","+320.90"
15/12/2017,"+170.00","POS  43424400 15 DEC","+327.05"
15/12/2017,"-30.00","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 12/12/2017","+157.05"
14/12/2017,"+80.00","POS  43424400 14 DEC","+187.05"
14/12/2017,"-72.78","HOLLARD INSURANCE CHATSWOOD  AU Card xx7776 Value Date: 11/12/2017","+107.05"
13/12/2017,"+120.00","POS  43424400 13 DEC","+179.83"
13/12/2017,"-136.98","Direct Debit 122794 IINET TECHNOLOGI 1734504d208ee2b","+59.83"
13/12/2017,"-1056.70","Transfer to other Bank NetBank Rent and Rates","+196.81"
13/12/2017,"+400.00","CASH DEPOSIT CBA ATM  THOMASTOWN C   VIC 317503   AUS","+1253.51"
13/12/2017,"-38.95","NETREGISTRY CHIPPENDALE  AU Card xx7792 Value Date: 09/12/2017","+853.51"
13/12/2017,"-16.47","Direct Debit 279234 PAYPAL AUSTRALIA 1002198000732","+892.46"
12/12/2017,"+490.00","POS  43424400 12 DEC","+908.93"
12/12/2017,"-62.32","Direct Debit 068616 HOLLARD INSURANC HOLLAR2074347932","+418.93"
12/12/2017,"-39.00","BROADWAY COMPUTERS P RESERVOIR  AU Card xx7792 Value Date: 11/12/2017","+481.25"
11/12/2017,"+100.00","POS  43424400 11 DEC","+520.25"
11/12/2017,"-9.70","Direct Debit 208067 CBA XPOS 5353109391629396","+420.25"
11/12/2017,"+300.00","Direct Credit 128594 VICTORIA HOTEL IT","+429.95"
09/12/2017,"-250.00","EnergyAustralia Pty  NetBank BPAY 97410 10035416593204 Electricity Shop","+129.95"
08/12/2017,"+270.00","POS  43424400 08 DEC","+379.95"
08/12/2017,"-8.94","Direct Debit 279234 PAYPAL AUSTRALIA 1002170672067","+109.95"
07/12/2017,"-20.00","Transfer to other Bank NetBank Watchforce","+118.89"
07/12/2017,"-54.60","PAYPAL 4029357733  AU Card xx7792 Value Date: 03/12/2017","+138.89"
07/12/2017,"-6.95","PAYPAL *VENTRAIP AU 4029357733  AU Card xx7792 Value Date: 03/12/2017","+193.49"
07/12/2017,"-30.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 02/12/2017","+200.44"
07/12/2017,"-3.96","International Transaction Fee Value Date: 04/12/2017","+230.44"
07/12/2017,"-131.92","SEMRUSH.COM HTTPSWWW.SEMR PA US Card xx7792 USD 99.95 Value Date: 04/12/2017","+234.40"
06/12/2017,"+120.00","POS  43424400 06 DEC","+366.32"
06/12/2017,"-98.96","VODAFONE NORTH SYDNEY  AU Card xx7792 Value Date: 02/12/2017","+246.32"
05/12/2017,"+30.00","Transfer from  NetBank","+345.28"
05/12/2017,"-19.70","POST   THOMASTOWN PO THOMASTOWN  AU Card xx7792 Value Date: 01/12/2017","+315.28"
05/12/2017,"-30.00","7-ELEVEN 1169 EPPING  AU Card xx7776 Value Date: 01/12/2017","+334.98"
05/12/2017,"-44.38","Direct Debit 279234 PAYPAL AUSTRALIA 1002150393552","+364.98"
04/12/2017,"+100.00","POS  43424400 04 DEC","+409.36"
02/12/2017,"-90.00","CBA MERCHANT FEE 5353109391629396 Value Date: 30/11/2017","+309.36"
02/12/2017,"+150.00","POS  43424400 02 DEC","+399.36"
01/12/2017,"+190.00","POS  43424400 01 DEC","+249.36"
01/12/2017,"-700.00","Transfer to other Bank NetBank Rent and Rates","+59.36"
01/12/2017,"-0.14","Debit Excess Interest","+759.36"
01/12/2017,"-0.02","Debit Excess Int Adjusted Value Date: 01/11/2017","+759.50"
01/12/2017,"-45.98","CHEMIST WAREHOUSE EPPING  AU Card xx7792 Value Date: 28/11/2017","+759.52"
30/11/2017,"+460.00","POS  43424400 30 NOV","+805.50"
30/11/2017,"-20.00","Transfer to other Bank NetBank Watchforce","+345.50"
30/11/2017,"-17.98","GERVASI IGA THOM THOMASTOWN  AU Card xx7792 Value Date: 28/11/2017","+365.50"
30/11/2017,"-18.53","WOOLWORTHS 3171 MILL P MILL PARK  AU Card xx7792 Value Date: 28/11/2017","+383.48"
30/11/2017,"-21.80","Direct Debit 279234 PAYPAL AUSTRALIA 1002116150683","+402.01"
30/11/2017,"-20.50","Direct Debit 279234 PAYPAL AUSTRALIA 1002116199579","+423.81"
29/11/2017,"+40.00","POS  43424400 29 NOV","+444.31"
29/11/2017,"-95.00","MELBOURNE PATHOLOGY COLLINGWOOD  AU Card xx7792 Value Date: 27/11/2017","+404.31"
28/11/2017,"+270.00","POS  43424400 28 NOV","+499.31"
28/11/2017,"-138.68","Direct Debit 466856 GIO COMMERCIAL I GPM004106253","+229.31"
28/11/2017,"-500.00","Wdl ATM CBA ATM  THOMASTOWN A   VIC 317501   AUS","+367.99"
28/11/2017,"-65.00","THE ESPLANADE RESORT LAKES ENTRANC  AU Card xx7792 Value Date: 24/11/2017","+867.99"
28/11/2017,"-15.00","COLES 0585 BUNDOORA  AU Card xx7792 Value Date: 25/11/2017","+932.99"
28/11/2017,"-50.00","CALTEX LONGWARRY WES LONGWARRY  AU Card xx7792 Value Date: 25/11/2017","+947.99"
28/11/2017,"-93.85","DAN MURPHYS W3073 SOUTH MORANG  AU Card xx7792 Value Date: 25/11/2017","+997.99"
28/11/2017,"-65.00","THE ESPLANADE RESORT LAKES ENTRANC  AU Card xx7776 Value Date: 24/11/2017","+1091.84"
27/11/2017,"+50.00","POS  43424400 27 NOV","+1156.84"
27/11/2017,"+400.00","Direct Credit 128594 VICTORIA HOTEL IT","+1106.84"
27/11/2017,"-483.90","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+706.84"
25/11/2017,"-90.00","THE ESPLANADE RESORT LAKES ENTRANC  AU Card xx7792 Value Date: 22/11/2017","+1190.74"
24/11/2017,"-71.70","UNITED BULLEEN BULLEEN  AU Card xx7792 Value Date: 22/11/2017","+1280.74"
24/11/2017,"-101.33","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 22/11/2017","+1352.44"
24/11/2017,"-29.05","WOOLWORTHS 3126 LAKES LAKES ENTRANC  AU Card xx7792 Value Date: 23/11/2017","+1453.77"
24/11/2017,"-20.55","WOOLWORTHS 3126 LAKES LAKES ENTRANC  AU Card xx7792 Value Date: 23/11/2017","+1482.82"
24/11/2017,"-39.99","Direct Debit 279234 PAYPAL AUSTRALIA 1002070927310","+1503.37"
23/11/2017,"+500.00","Direct Credit 141000 Lion Pumping 003LP","+1543.36"
23/11/2017,"-20.00","Transfer to other Bank NetBank Watchforce","+1043.36"
23/11/2017,"-0.80","International Transaction Fee Value Date: 19/11/2017","+1063.36"
23/11/2017,"-26.52","WHITESPARK EDMONTON AB CA Card xx7792 USD 20.00 Value Date: 19/11/2017","+1064.16"
23/11/2017,"-31.12","WOOLWORTHS 3126 LAKES LAKES ENTRANC  AU Card xx7792 Value Date: 22/11/2017","+1090.68"
23/11/2017,"-30.00","CITYLINK MELBOURNE MELBOURNE  AU Card xx7792 Value Date: 22/11/2017","+1121.80"
22/11/2017,"-69.00","LOUKES ELECTRONICS       LAKES ENTRANCAU","+1151.80"
22/11/2017,"-16.00","WILSON PARKING MEL210 MELBOURNE  AU Card xx7792 Value Date: 18/11/2017","+1220.80"
22/11/2017,"-72.59","ADOBE  CREATIVE CLOUD 044-207-3650  IE Card xx7792 AUD 72.59 Value Date: 19/11/2017","+1236.80"
22/11/2017,"-77.96","Direct Debit 279234 PAYPAL AUSTRALIA 1002061604571","+1309.39"
21/11/2017,"+368.00","POS  43424400 21 NOV","+1387.35"
21/11/2017,"+500.00","Direct Credit 141000 Corvette Clinic 011117c","+1019.35"
21/11/2017,"-95.00","WU 1732288751966672 180-017-3833  AU Card xx7792 Value Date: 18/11/2017","+519.35"
20/11/2017,"+430.00","POS  43424400 20 NOV","+614.35"
20/11/2017,"-33.75","Direct Debit 062246 CommInsure 8260620--118050710","+184.35"
20/11/2017,"-20.00","Transfer to other Bank NetBank Watchforce","+218.10"
19/11/2017,"+25.00","POS  43424400 19 NOV","+238.10"
18/11/2017,"+100.00","POS  43424400 18 NOV","+213.10"
17/11/2017,"+110.00","POS  43424400 17 NOV","+113.10"
17/11/2017,"-39.44","Direct Debit 279234 PAYPAL AUSTRALIA 1002028273802","+3.10"
16/11/2017,"+60.00","POS  43424400 16 NOV","+42.54"
16/11/2017,"-78.00","PUMA - DFO ESSENDON ESSENDON  AU Card xx7792 Value Date: 11/11/2017","-17.46"
15/11/2017,"+120.00","POS  43424400 15 NOV","+60.54"
15/11/2017,"-75.14","ESPRIT DFO ESSENDON ESSENDON  AU Card xx7792 Value Date: 11/11/2017","-59.46"
14/11/2017,"-5.75","BUNNINGS 689000 MILL PARK  AU Card xx7792 Value Date: 12/11/2017","+15.68"
13/11/2017,"-62.23","Direct Debit 068616 Hollard/Real HOLLAR2055231848","+21.43"
13/11/2017,"-136.75","Direct Debit 122794 IINET TECHNOLOGI 1731504c369fd25","+83.66"
11/11/2017,"+20.00","POS  43424400 11 NOV","+220.41"
11/11/2017,"-101.00","OPTUS BILLING SMARTPAY MACQUARIE PAR  AU Card xx7792 Value Date: 08/11/2017","+200.41"
11/11/2017,"-72.78","HOLLARD INSURANE CHATSWOOD  AU Card xx7776 Value Date: 08/11/2017","+301.41"
10/11/2017,"+120.00","POS  43424400 10 NOV","+374.19"
10/11/2017,"-229.00","Direct Debit 279234 PAYPAL AUSTRALIA 1001993754336","+254.19"
09/11/2017,"+190.00","POS  43424400 09 NOV","+483.19"
09/11/2017,"-775.00","Transfer to other Bank NetBank Rent and Rates","+293.19"
09/11/2017,"-200.00","VOLKSWAGEN FINANCIAL NetBank BPAY 44255 2733376","+1068.19"
09/11/2017,"+500.00","Direct Credit 128594 VICTORIA HOTEL IT","+1268.19"
09/11/2017,"-20.00","Transfer to other Bank NetBank Watchforce","+768.19"
09/11/2017,"-30.01","AA HIGH ST TT 3240 THOMASTOWN  AU Card xx7792 Value Date: 06/11/2017","+788.19"
08/11/2017,"+480.00","POS  43424400 08 NOV","+818.20"
08/11/2017,"-10.08","WILSON PARKING 197 SOUTHBANK  AU Card xx7792 Value Date: 05/11/2017","+338.20"
07/11/2017,"-40.00","Transfer to xx5005 NetBank Wages","+348.28"
07/11/2017,"-50.00","OZTELL SYDNEY  AU Card xx7792 Value Date: 02/11/2017","+388.28"
07/11/2017,"-12.15","POST   THOMASTOWN PO THOMASTOWN  AU Card xx7792 Value Date: 03/11/2017","+438.28"
07/11/2017,"-23.70","COLES 0585 BUNDOORA  AU Card xx7792 Value Date: 04/11/2017","+450.43"
07/11/2017,"-30.27","OFFICEWORKS 0307 PRESTON  AU Card xx7792 Value Date: 04/11/2017","+474.13"
07/11/2017,"-3.93","International Transaction Fee Value Date: 04/11/2017","+504.40"
07/11/2017,"-130.88","SEMRUSH.COM HTTPSWWW.SEMR PA US Card xx7792 USD 99.95 Value Date: 04/11/2017","+508.33"
